sof_PT_auto,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,14787.18,14787.18,14787.18,-14787.18
,,,,,,,,,,1574661.01,0,0,0,0,0,0,1574661.01
,,,,,NDU_CIVPAY_LIB_26 Total,,,,,1574661.01,0,0,0,434676.71,434676.71,434676.71,1139984.3
,,,,,NDU_CIVPAY_NDWC_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,26739.68,26739.68,26739.68,-26739.68
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,1215.44,1215.44,1215.44,-1215.44
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,82184.94,82184.94,82184.94,-82184.94
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-14439.36,-14439.36,-14439.36,14439.36
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,1780.24,1780.24,1780.24,-1780.24
,,,,,,,113.A-Comp Time Taken,,,0,0,0,0,-225.92,-225.92,-225.92,225.92
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-613.1,-613.1,-613.1,613.1
,,,,,,,121.3-FEHB,,,0,0,0,0,4891.35,4891.35,4891.35,-4891.35
,,,,,,,121.4-Medicare,,,0,0,0,0,2018.65,2018.65,2018.65,-2018.65
,,,,,,,121.5-TSP,,,0,0,0,0,6642.46,6642.46,6642.46,-6642.46
,,,,,,,121.6-FERS,,,0,0,0,0,24299.64,24299.64,24299.64,-24299.64
,,,,,,,121.7-FEGLI,,,0,0,0,0,262,262,262,-262
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,8563.01,8563.01,8563.01,-8563.01
,,,,,,,,,,682353.1,0,0,0,0,0,0,682353.1
,,,,,NDU_CIVPAY_NDWC_26 Total,,,,,682353.1,0,0,0,143319.03,143319.03,143319.03,539034.07
,,,,,NDU_HF_26,0100D_OPS_26,,,,5000,0,0,0,0,0,0,5000
,,,,,NDU_HF_26 Total,,,,,5000,0,0,0,0,0,0,5000
,,,,,NDU_LIB_26,0100D_OPS_26,,,,850000,0,0,0,0,0,0,850000
,,,,,NDU_LIB_26 Total,,,,,850000,0,0,0,0,0,0,850000
,,,,,NDU_NDWC_26,0100D_OPS_26,210.00 Trvl & Trans of Persons,,,0,0,1426.81,0,0,0,1426.81,-1426.81
,,,,,,,,,,50000,0,0,0,0,0,0,50000
,,,,,NDU_NDWC_26 Total,,,,,50000,0,1426.81,0,0,0,1426.81,48573.19
,2026 Total,,,,,,,,,4084322.01,15444,6854.26,0,855029.65,855029.65,877327.91,3206994.1
NDU CAP - Capstone,2026,030000333PL1000000000000,9701002626D,1200,NDU_CAP_26,0100D_CAP_26,210.00 Trvl & Trans of Persons,,,0,0,0,0,0,0,0,0
,,,,,,0100D_CAP_26,210.11 Per Diem CONUS,,,0,0,19388,0,0,0,19388,-19388
,,,,,,,251.10 Management Prof Srvc,,,0,846293.81,0,0,0,0,846293.81,-846293.81
,,,,,,,,,,1500000,0,0,0,0,0,0,1500000
,,,,,,0100D_PIN_26,210.11 Per Diem CONUS,,,0,0,17600,0,0,0,17600,-17600
,,,,,NDU_CAP_26 Total,,,,,1500000,846293.81,36988,0,0,0,883281.81,616718.19
,,,,,NDU_CIVPAY_CAP_26,0100D_0804750JCA_26,113.1-Labor-Regular,,,0,0,0,0,47129.6,47129.6,47129.6,-47129.6
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,1528,1528,1528,-1528
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,3139.2,3139.2,3139.2,-3139.2
,,,,,,,115.2-Holiday Premium,,,0,0,0,0,-481.28,-481.28,-481.28,481.28
,,,,,,,115.9-Holiday Premium(H),,,0,0,0,0,-481.28,-481.28,-481.28,481.28
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-113.16,-113.16,-113.16,113.16
,,,,,,,121.3-FEHB,,,0,0,0,0,1120.56,1120.56,1120.56,-1120.56
,,,,,,,121.4-Medicare,,,0,0,0,0,694.02,694.02,694.02,-694.02
,,,,,,,121.5-TSP,,,0,0,0,0,2425.03,2425.03,2425.03,-2425.03
,,,,,,,121.6-FERS,,,0,0,0,0,8451.15,8451.15,8451.15,-8451.15
,,,,,,,121.7-FEGLI,,,0,0,0,0,51.6,51.6,51.6,-51.6
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,2579.2,2579.2,2579.2,-2579.2
,,,,,,,,,,157466.1,0,0,0,0,0,0,157466.1
,,,,,NDU_CIVPAY_CAP_26 Total,,,,,157466.1,0,0,0,66042.64,66042.64,66042.64,91423.46
,2026 Total,,,,,,,,,1657466.1,846293.81,36988,0,66042.64,66042.64,949324.45,708141.65
NDU CIC - College of Information & Cyber,2026,030000333PL1000000000000,9701002626D,1200,NDU_CIC_26,0100D_OPS_26,,,,560000,0,0,0,0,0,0,560000
,,,,,NDU_CIC_26 Total,,,,,560000,0,0,0,0,0,0,560000
,,,,,NDU_CIVPAY_CIC_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,21664.08,21664.08,21664.08,-21664.08
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-3055.65,-3055.65,-3055.65,3055.65
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,906.96,906.96,906.96,-906.96
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,358208.86,358208.86,358208.86,-358208.86
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-43228.27,-43228.27,-43228.27,43228.27
,,,,,,,113.3-Sick Leave Taken,,,0,0,0,0,1044.88,1044.88,1044.88,-1044.88
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,19992.96,19992.96,19992.96,-19992.96
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-1678.4,-1678.4,-1678.4,1678.4
,,,,,,,121.3-FEHB,,,0,0,0,0,16171.72,16171.72,16171.72,-16171.72
,,,,,,,121.4-Medicare,,,0,0,0,0,4425.42,4425.42,4425.42,-4425.42
,,,,,,,121.5-TSP,,,0,0,0,0,13886.75,13886.75,13886.75,-13886.75
,,,,,,,121.6-FERS,,,0,0,0,0,52942.91,52942.91,52942.91,-52942.91
,,,,,,,121.7-FEGLI,,,0,0,0,0,580.96,580.96,580.96,-580.96
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,18299.48,18299.48,18299.48,-18299.48
,,,,,,,,,,1732127.11,0,0,0,0,0,0,1732127.11
,,,,,NDU_CIVPAY_CIC_26 Total,,,,,1732127.11,0,0,0,460162.66,460162.66,460162.66,1271964.45
,2026 Total,,,,,,,,,2292127.11,0,0,0,460162.66,460162.66,460162.66,1831964.45
NDU CISA - College of International Security Affairs,2026,030000333PL1000000000000,9701002626D,1200,NDU_CISA_26,0100D_OPS_26,,,,230000,0,0,0,0,0,0,230000
,,,,,NDU_CISA_26 Total,,,,,230000,0,0,0,0,0,0,230000
,,,,,NDU_CIVPAY_CISA_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,25932.88,25932.88,25932.88,-25932.88
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-6518.16,-6518.16,-6518.16,6518.16
,,,,,,,111.3-Sick Leave Taken,,,0,0,0,0,36.69,36.69,36.69,-36.69
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,1394.48,1394.48,1394.48,-1394.48
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,140598.8,140598.8,140598.8,-140598.8
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-2694.72,-2694.72,-2694.72,2694.72
,,,,,,,113.3-Sick Leave Taken,,,0,0,0,0,691.2,691.2,691.2,-691.2
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,9685.52,9685.52,9685.52,-9685.52
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-1844.97,-1844.97,-1844.97,1844.97
,,,,,,,121.3-FEHB,,,0,0,0,0,17550.22,17550.22,17550.22,-17550.22
,,,,,,,121.4-Medicare,,,0,0,0,0,2829.87,2829.87,2829.87,-2829.87
,,,,,,,121.5-TSP,,,0,0,0,0,9420.32,9420.32,9420.32,-9420.32
,,,,,,,121.6-FERS,,,0,0,0,0,34612.42,34612.42,34612.42,-34612.42
,,,,,,,121.7-FEGLI,,,0,0,0,0,371.12,371.12,371.12,-371.12
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,12100.29,12100.29,12100.29,-12100.29
,,,,,,,,,,734841.8,0,0,0,0,0,0,734841.8
,,,,,,0100D_0804750JCA_JSOMA_26,111.1-Labor-Regular,,,0,0,0,0,6127.23,6127.23,6127.23,-6127.23
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,587.04,587.04,587.04,-587.04
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,114535.2,114535.2,114535.2,-114535.2
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-197.24,-197.24,-197.24,197.24
,,,,,,,113.3-Sick Leave Taken,,,0,0,0,0,147.68,147.68,147.68,-147.68
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,8928.96,8928.96,8928.96,-8928.96
,,,,,,,113.B-Credit Hours Taken,,,0,0,0,0,757.12,757.12,757.12,-757.12
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-1077.88,-1077.88,-1077.88,1077.88
,,,,,,,121.3-FEHB,,,0,0,0,0,7283.84,7283.84,7283.84,-7283.84
,,,,,,,121.4-Medicare,,,0,0,0,0,1151.57,1151.57,1151.57,-1151.57
,,,,,,,121.5-TSP,,,0,0,0,0,3977.59,3977.59,3977.59,-3977.59
,,,,,,,121.6-FERS,,,0,0,0,0,13556.43,13556.43,13556.43,-13556.43
,,,,,,,121.7-FEGLI,,,0,0,0,0,162.16,162.16,162.16,-162.16
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,4923.88,4923.88,4923.88,-4923.88
,,,,,,,,,,419909.6,0,0,0,0,0,0,419909.6
,,,,,NDU_CIVPAY_CISA_26 Total,,,,,1154751.4,0,0,0,405029.54,405029.54,405029.54,749721.86
,2026 Total,,,,,,,,,1384751.4,0,0,0,405029.54,405029.54,405029.54,979721.86
NDU COS - Chief Of Staff,2026,030000333PL1000000000000,9701002626D,1200,NDU_RES_26,0100D_OPS_26,,,,2450220,0,0,0,0,0,0,2450220
,,,,,NDU_RES_26 Total,,,,,2450220,0,0,0,0,0,0,2450220
,2026 Total,,,,,,,,,2450220,0,0,0,0,0,0,2450220
NDU ES - Eisenhower School,2026,030000333PL1000000000000,9701002626D,1200,NDU_CIVPAY_ES_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,32690.16,32690.16,32690.16,-32690.16
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,2204.58,2204.58,2204.58,-2204.58
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,274005.54,274005.54,274005.54,-274005.54
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,748.24,748.24,748.24,-748.24
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,19272.92,19272.92,19272.92,-19272.92
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-2389.55,-2389.55,-2389.55,2389.55
,,,,,,,121.3-FEHB,,,0,0,0,0,19687.64,19687.64,19687.64,-19687.64
,,,,,,,121.4-Medicare,,,0,0,0,0,4217.1,4217.1,4217.1,-4217.1
,,,,,,,121.5-TSP,,,0,0,0,0,12359.74,12359.74,12359.74,-12359.74
,,,,,,,121.6-FERS,,,0,0,0,0,46911.51,46911.51,46911.51,-46911.51
,,,,,,,121.7-FEGLI,,,0,0,0,0,596.16,596.16,596.16,-596.16
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,16443.87,16443.87,16443.87,-16443.87
,,,,,,,,,,1259728.81,0,0,0,0,0,0,1259728.81
,,,,,NDU_CIVPAY_ES_26 Total,,,,,1259728.81,0,0,0,426747.91,426747.91,426747.91,832980.9
,,,,,NDU_ES_26,0100D_OPS_26,210.00 Trvl & Trans of Persons,,,0,0,9366.25,0,0,0,9366.25,-9366.25
,,,,,,,,,,900000,0,0,0,0,0,0,900000
,,,,,NDU_ES_26 Total,,,,,900000,0,9366.25,0,0,0,9366.25,890633.75
,2026 Total,,,,,,,,,2159728.81,0,9366.25,0,426747.91,426747.91,436114.16,1723614.65
NDU INSS - Institute for National Strategic Studies,2026,030000333PL1000000000000,9701002626D,1200,NDU_CIVPAY_INSS_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,41652,41652,41652,-41652
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-7669.54,-7669.54,-7669.54,7669.54
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,1937.34,1937.34,1937.34,-1937.34
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,378601.64,378601.64,378601.64,-378601.64
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-45212.12,-45212.12,-45212.12,45212.12
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,18618.12,18618.12,18618.12,-18618.12
,,,,,,,113.8-Other Leave Taken,,,0,0,0,0,393.12,393.12,393.12,-393.12
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-3207.78,-3207.78,-3207.78,3207.78
,,,,,,,121.3-FEHB,,,0,0,0,0,22480.35,22480.35,22480.35,-22480.35
,,,,,,,121.4-Medicare,,,0,0,0,0,5090.66,5090.66,5090.66,-5090.66
,,,,,,,121.5-TSP,,,0,0,0,0,17403.42,17403.42,17403.42,-17403.42
,,,,,,,121.6-FERS,,,0,0,0,0,61118.78,61118.78,61118.78,-61118.78
,,,,,,,121.7-FEGLI,,,0,0,0,0,655.68,655.68,655.68,-655.68
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,18357.24,18357.24,18357.24,-18357.24
,,,,,,,,,,1154751.4,0,0,0,0,0,0,1154751.4
,,,,,NDU_CIVPAY_INSS_26 Total,,,,,1154751.4,0,0,0,510218.91,510218.91,510218.91,644532.49
,,,,,NDU_INSS_26,0100D_OPS_26,210.00 Trvl & Trans of Persons,,,0,0,17371.32,0,0,0,17371.32,-17371.32
,,,,,,,,,,100000,0,0,0,0,0,0,100000
,,,,,NDU_INSS_26 Total,,,,,100000,0,17371.32,0,0,0,17371.32,82628.68
,2026 Total,,,,,,,,,1254751.4,0,17371.32,0,510218.91,510218.91,527590.23,727161.17
NDU ISMO - International Student Management Office,2026,030000333PL1000000000000,9701002626D,1200,NDU_ISMO_26,0100D_OPS_26,,,,40000,0,0,0,0,0,0,40000
,,,,,NDU_ISMO_26 Total,,,,,40000,0,0,0,0,0,0,40000
,2026 Total,,,,,,,,,40000,0,0,0,0,0,0,40000
NDU JFSC - Joint Forces Staff College,2026,030000333PL1000000000000,9701002626D,1200,NDU_CIVPAY_JFSC_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,107658,107658,107658,-107658
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,338.88,338.88,338.88,-338.88
,,,,,,,111.3-Sick Leave Taken,,,0,0,0,0,-886.41,-886.41,-886.41,886.41
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,4668.6,4668.6,4668.6,-4668.6
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,439480.74,439480.74,439480.74,-439480.74
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-25505.52,-25505.52,-25505.52,25505.52
,,,,,,,113.3-Sick Leave Taken,,,0,0,0,0,1530.05,1530.05,1530.05,-1530.05
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,24434.96,24434.96,24434.96,-24434.96
,,,,,,,113.A-Comp Time Taken,,,0,0,0,0,476.72,476.72,476.72,-476.72
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-3252.9,-3252.9,-3252.9,3252.9
,,,,,,,121.3-FEHB,,,0,0,0,0,24043.2,24043.2,24043.2,-24043.2
,,,,,,,121.4-Medicare,,,0,0,0,0,7489.37,7489.37,7489.37,-7489.37
,,,,,,,121.5-TSP,,,0,0,0,0,23601.27,23601.27,23601.27,-23601.27
,,,,,,,121.6-FERS,,,0,0,0,0,90935.31,90935.31,90935.31,-90935.31
,,,,,,,121.7-FEGLI,,,0,0,0,0,1002.88,1002.88,1002.88,-1002.88
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,32023.45,32023.45,32023.45,-32023.45
,,,,,,,,,,2361991.51,0,0,0,0,0,0,2361991.51
,,,,,NDU_CIVPAY_JFSC_26 Total,,,,,2361991.51,0,0,0,728038.6,728038.6,728038.6,1633952.91
,,,,,NDU_JFSC_26,0100D_OPS_26,210.00 Trvl & Trans of Persons,,,0,0,737.18,0,0,0,737.18,-737.18
,,,,,,,,,,470000,0,0,0,0,0,0,470000
,,,,,NDU_JFSC_26 Total,,,,,470000,0,737.18,0,0,0,737.18,469262.82
,2026 Total,,,,,,,,,2831991.51,0,737.18,0,728038.6,728038.6,728775.78,2103215.73
NDU NWC - National War College,2026,030000333PL1000000000000,9701002626D,1200,NDU_CIVPAY_NWC_26,0100D_0804750JCA_26,111.1-Labor-Regular,,,0,0,0,0,32593.11,32593.11,32593.11,-32593.11
,,,,,,,111.2-Annual Leave Taken,,,0,0,0,0,-6594.32,-6594.32,-6594.32,6594.32
,,,,,,,111.7-Holiday Taken,,,0,0,0,0,1091.36,1091.36,1091.36,-1091.36
,,,,,,,113.1-Labor-Regular,,,0,0,0,0,342649.92,342649.92,342649.92,-342649.92
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-71879.19,-71879.19,-71879.19,71879.19
,,,,,,,113.3-Sick Leave Taken,,,0,0,0,0,549.68,549.68,549.68,-549.68
,,,,,,,113.5-Admin Leave Taken,,,0,0,0,0,1245.76,1245.76,1245.76,-1245.76
,,,,,,,113.7-Holiday Taken,,,0,0,0,0,13771.92,13771.92,13771.92,-13771.92
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-2712.93,-2712.93,-2712.93,2712.93
,,,,,,,121.3-FEHB,,,0,0,0,0,10138.71,10138.71,10138.71,-10138.71
,,,,,,,121.4-Medicare,,,0,0,0,0,3653.53,3653.53,3653.53,-3653.53
,,,,,,,121.5-TSP,,,0,0,0,0,12059.57,12059.57,12059.57,-12059.57
,,,,,,,121.6-FERS,,,0,0,0,0,43959.98,43959.98,43959.98,-43959.98
,,,,,,,121.7-FEGLI,,,0,0,0,0,456.32,456.32,456.32,-456.32
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,14339.33,14339.33,14339.33,-14339.33
,,,,,,,,,,1049774,0,0,0,0,0,0,1049774
,,,,,,0100D_0804798JCA_26,113.1-Labor-Regular,,,0,0,0,0,13921.68,13921.68,13921.68,-13921.68
,,,,,,,113.2-Annual Leave Taken,,,0,0,0,0,-6594.48,-6594.48,-6594.48,6594.48
,,,,,,,121.1-Prepd FEHB,,,0,0,0,0,-88.85,-88.85,-88.85,88.85
,,,,,,,121.3-FEHB,,,0,0,0,0,621.99,621.99,621.99,-621.99
,,,,,,,121.4-Medicare,,,0,0,0,0,219.48,219.48,219.48,-219.48
,,,,,,,121.5-TSP,,,0,0,0,0,612.56,612.56,612.56,-612.56
,,,,,,,121.6-FERS,,,0,0,0,0,2526.79,2526.79,2526.79,-2526.79
,,,,,,,121.7-FEGLI,,,0,0,0,0,31.04,31.04,31.04,-31.04
,,,,,,,121.A-OASDI Employer Contrib,,,0,0,0,0,900.46,900.46,900.46,-900.46
,,,,,,,,,,52488.7,0,0,0,0,0,0,52488.7
,,,,,NDU_CIVPAY_NWC_26 Total,,,,,1102262.7,0,0,0,407473.42,407473.42,407473.42,694789.28
,,,,,NDU_NWC_26,0100D_OPS_26,,,,59150,0,0,0,0,0,0,59150
,,,,,,0100D_PRO_DEV_26,210.00 Trvl & Trans of Persons,,,0,0,6680.18,0,0,0,6680.18,-6680.18
,,,,,,,,,,10100,0,0,0,0,0,0,10100
,,,,,,0100D_STD_PRAC_26,210.00 Trvl & Trans of Persons,,,0,0,283.2,0,0,0,283.2,-283.2
,,,,,,,,,,750,0,0,0,0,0,0,750
,,,,,NDU_NWC_26 Total,,,,,70000,0,6963.38,0,0,0,6963.38,63036.62
,2026 Total,,,,,,,,,1172262.7,0,6963.38,0,407473.42,407473.42,414436.8,757825.9
Error generating document: ,,,,,,,,,,,,,,,,,
